human_ensembl,human_symbol,mouse_ensembl,mouse_symbol
ENSG00000136696,IL36B,ENSMUSG00000026985,Il36b
ENSG00000136688,IL36G,ENSMUSG00000044103,Il36g
ENSG00000136695,IL36RN,ENSMUSG00000026983,Il36rn
ENSG00000125571,IL37,NA,NA
ENSG00000113520,IL4,ENSMUSG00000000869,Il4
ENSG00000104951,IL4I1,ENSMUSG00000074141,Il4i1
ENSG00000077238,IL4R,ENSMUSG00000030748,Il4ra
ENSG00000113525,IL5,ENSMUSG00000036117,Il5
ENSG00000091181,IL5RA,ENSMUSG00000005364,Il5ra
ENSG00000136244,IL6,ENSMUSG00000025746,Il6
ENSG00000160712,IL6R,ENSMUSG00000027947,Il6ra
ENSG00000134352,IL6ST,ENSMUSG00000021756,Il6st
ENSG00000104432,IL7,ENSMUSG00000040329,Il7
ENSG00000168685,IL7R,ENSMUSG00000003882,Il7r
ENSG00000145839,IL9,ENSMUSG00000021538,Il9
ENSG00000124334,IL9R,ENSMUSG00000020279,Il9r
ENSG00000145103,ILDR1,ENSMUSG00000022900,Ildr1
ENSG00000112706,IMPG1,ENSMUSG00000032343,Impg1
ENSG00000081148,IMPG2,ENSMUSG00000035270,Impg2
ENSG00000123999,INHA,ENSMUSG00000032968,Inha
ENSG00000122641,INHBA,ENSMUSG00000041324,Inhba
ENSG00000163083,INHBB,ENSMUSG00000037035,Inhbb
ENSG00000175189,INHBC,ENSMUSG00000025405,Inhbc
ENSG00000139269,INHBE,ENSMUSG00000047492,Inhbe
ENSG00000254647,INS,ENSMUSG00000035804,Ins1
ENSG00000129965,INS-IGF2,NA,NA
ENSG00000248099,INSL3,ENSMUSG00000079019,Insl3
ENSG00000120211,INSL4,NA,NA
ENSG00000172410,INSL5,ENSMUSG00000066090,Insl5
ENSG00000120210,INSL6,ENSMUSG00000050957,Insl6
ENSG00000187608,ISG15,ENSMUSG00000035692,Isg15
ENSG00000129009,ISLR,ENSMUSG00000037206,Islr
ENSG00000101230,ISM1,ENSMUSG00000074766,Ism1
ENSG00000100593,ISM2,ENSMUSG00000050671,Ism2
ENSG00000129636,ITFG1,ENSMUSG00000031703,Itfg1
ENSG00000115232,ITGA4,ENSMUSG00000027009,Itga4
ENSG00000144668,ITGA9,ENSMUSG00000039115,Itga9
ENSG00000259207,ITGB3,ENSMUSG00000020689,Itgb3
ENSG00000198542,ITGBL1,ENSMUSG00000032925,Itgbl1
ENSG00000055957,ITIH1,ENSMUSG00000006529,Itih1
ENSG00000151655,ITIH2,ENSMUSG00000037254,Itih2
ENSG00000162267,ITIH3,ENSMUSG00000006522,Itih3
ENSG00000055955,ITIH4,ENSMUSG00000021922,Itih4
ENSG00000123243,ITIH5,ENSMUSG00000025780,Itih5
ENSG00000102313,ITIH6,NA,NA
ENSG00000179914,ITLN1,ENSMUSG00000038209,Itln1
ENSG00000158764,ITLN2,NA,NA
ENSG00000136156,ITM2B,ENSMUSG00000022108,Itm2b
ENSG00000099840,IZUMO4,ENSMUSG00000055862,Izumo4
ENSG00000166086,JAM3,ENSMUSG00000031990,Jam3
ENSG00000132465,JCHAIN,ENSMUSG00000067149,Jchain
ENSG00000161999,JMJD8,ENSMUSG00000025736,Jmjd8
ENSG00000139620,KANSL2,ENSMUSG00000022992,Kansl2
ENSG00000065427,KARS1,ENSMUSG00000031948,Kars1
ENSG00000107821,KAZALD1,ENSMUSG00000025213,Kazald1
ENSG00000115041,KCNIP3,ENSMUSG00000079056,Kcnip3
ENSG00000135253,KCP,ENSMUSG00000059022,Kcp
ENSG00000128052,KDR,ENSMUSG00000062960,Kdr
ENSG00000139330,KERA,ENSMUSG00000019932,Kera
ENSG00000137261,KIAA0319,ENSMUSG00000006711,D130043K22Rik
ENSG00000189013,KIR2DL4,ENSMUSG00000031424,Kir3dl1
ENSG00000221957,KIR2DS4,ENSMUSG00000031424,Kir3dl1
ENSG00000126259,KIRREL2,ENSMUSG00000036915,Kirrel2
ENSG00000149571,KIRREL3,ENSMUSG00000032036,Kirrel3
ENSG00000170498,KISS1,ENSMUSG00000115958,Gm28040
ENSG00000049130,KITLG,ENSMUSG00000019966,Kitl
ENSG00000133116,KL,ENSMUSG00000058488,Kl
ENSG00000167748,KLK1,ENSMUSG00000063177,Klk1b27
ENSG00000129451,KLK10,ENSMUSG00000030693,Klk10
ENSG00000167757,KLK11,ENSMUSG00000067616,Klk11
ENSG00000186474,KLK12,ENSMUSG00000044430,Klk12
ENSG00000167759,KLK13,ENSMUSG00000054046,Klk13
ENSG00000129437,KLK14,ENSMUSG00000044737,Klk14
ENSG00000174562,KLK15,ENSMUSG00000055193,Klk15
ENSG00000167751,KLK2,NA,NA
ENSG00000142515,KLK3,NA,NA
ENSG00000167749,KLK4,ENSMUSG00000006948,Klk4
ENSG00000167754,KLK5,ENSMUSG00000074155,Klk5
ENSG00000167755,KLK6,ENSMUSG00000050063,Klk6
ENSG00000169035,KLK7,ENSMUSG00000030713,Klk7
ENSG00000129455,KLK8,ENSMUSG00000064023,Klk8
ENSG00000213022,KLK9,ENSMUSG00000047884,Klk9
ENSG00000164344,KLKB1,ENSMUSG00000109764,Klkb1
ENSG00000113889,KNG1,ENSMUSG00000022875,Kng1
ENSG00000131650,KREMEN2,ENSMUSG00000040680,Kremen2
ENSG00000186395,KRT10,ENSMUSG00000019761,Krt10
ENSG00000188508,KRTDAP,ENSMUSG00000074199,Krtdap
ENSG00000135413,LACRT,NA,NA
ENSG00000159166,LAD1,ENSMUSG00000041782,Lad1
ENSG00000089692,LAG3,ENSMUSG00000030124,Lag3
ENSG00000167618,LAIR2,NA,NA
ENSG00000167531,LALBA,ENSMUSG00000022991,Lalba
ENSG00000101680,LAMA1,ENSMUSG00000032796,Lama1
ENSG00000196569,LAMA2,ENSMUSG00000019899,Lama2
ENSG00000053747,LAMA3,ENSMUSG00000024421,Lama3
ENSG00000112769,LAMA4,ENSMUSG00000019846,Lama4
ENSG00000130702,LAMA5,ENSMUSG00000015647,Lama5
ENSG00000091136,LAMB1,ENSMUSG00000002900,Lamb1
ENSG00000172037,LAMB2,ENSMUSG00000052911,Lamb2
ENSG00000196878,LAMB3,ENSMUSG00000026639,Lamb3
ENSG00000091128,LAMB4,NA,NA
ENSG00000135862,LAMC1,ENSMUSG00000026478,Lamc1
ENSG00000058085,LAMC2,ENSMUSG00000026479,Lamc2
ENSG00000050555,LAMC3,ENSMUSG00000026840,Lamc3
ENSG00000165905,LARGE2,ENSMUSG00000040434,Large2
ENSG00000129988,LBP,ENSMUSG00000016024,Lbp
ENSG00000213398,LCAT,ENSMUSG00000035237,Lcat
ENSG00000160349,LCN1,NA,NA
ENSG00000187922,LCN10,ENSMUSG00000047356,Lcn10
ENSG00000184925,LCN12,ENSMUSG00000026943,Lcn12
ENSG00000177984,LCN15,NA,NA
ENSG00000148346,LCN2,ENSMUSG00000026822,Lcn2
ENSG00000267206,LCN6,ENSMUSG00000045684,Lcn6
ENSG00000204001,LCN8,ENSMUSG00000036449,Lcn8
ENSG00000148386,LCN9,ENSMUSG00000023210,Lcn9
ENSG00000187942,LDLRAD2,ENSMUSG00000094035,Ldlrad2
ENSG00000164406,LEAP2,ENSMUSG00000036216,Leap2
ENSG00000145826,LECT2,ENSMUSG00000021539,Lect2
ENSG00000243709,LEFTY1,ENSMUSG00000038793,Lefty1
ENSG00000143768,LEFTY2,ENSMUSG00000038793,Lefty1
ENSG00000174697,LEP,ENSMUSG00000059201,Lep
ENSG00000116678,LEPR,ENSMUSG00000057722,Lepr
ENSG00000106003,LFNG,ENSMUSG00000029570,Lfng
ENSG00000100097,LGALS1,ENSMUSG00000068220,Lgals1
ENSG00000131981,LGALS3,ENSMUSG00000050335,Lgals3
ENSG00000108679,LGALS3BP,ENSMUSG00000033880,Lgals3bp
ENSG00000205076,LGALS7,ENSMUSG00000053522,Lgals7
ENSG00000178934,LGALS7B,ENSMUSG00000053522,Lgals7
ENSG00000168961,LGALS9,NA,NA
ENSG00000108231,LGI1,ENSMUSG00000067242,Lgi1
ENSG00000153012,LGI2,ENSMUSG00000039252,Lgi2
ENSG00000168481,LGI3,ENSMUSG00000033595,Lgi3
ENSG00000153902,LGI4,ENSMUSG00000036560,Lgi4
ENSG00000100600,LGMN,ENSMUSG00000021190,Lgmn
ENSG00000104826,LHB,NA,NA
ENSG00000128342,LIF,ENSMUSG00000034394,Lif
ENSG00000113594,LIFR,ENSMUSG00000054263,Lifr
ENSG00000239998,LILRA2,ENSMUSG00000070873,Lilra5
ENSG00000187116,LILRA5,NA,NA
ENSG00000104972,LILRB1,ENSMUSG00000070873,Lilra5
ENSG00000107798,LIPA,ENSMUSG00000024781,Lipa
ENSG00000166035,LIPC,ENSMUSG00000032207,Lipc
ENSG00000182333,LIPF,ENSMUSG00000024768,Lipf
ENSG00000101670,LIPG,ENSMUSG00000053846,Lipg
ENSG00000163898,LIPH,ENSMUSG00000044626,Liph
ENSG00000188992,LIPI,ENSMUSG00000032948,Lipi
ENSG00000204021,LIPK,ENSMUSG00000024771,Lipk
ENSG00000173239,LIPM,ENSMUSG00000056078,Lipm
ENSG00000204020,LIPN,ENSMUSG00000024770,Lipn
ENSG00000165131,LLCFC1,ENSMUSG00000029867,Llcfc1
ENSG00000113441,LNPEP,ENSMUSG00000023845,Lnpep
ENSG00000072201,LNX1,ENSMUSG00000029228,Lnx1
ENSG00000113083,LOX,ENSMUSG00000024529,Lox
ENSG00000129038,LOXL1,ENSMUSG00000032334,Loxl1
ENSG00000134013,LOXL2,ENSMUSG00000034205,Loxl2
ENSG00000115318,LOXL3,ENSMUSG00000000693,Loxl3
ENSG00000138131,LOXL4,ENSMUSG00000025185,Loxl4
ENSG00000198670,LPA,NA,NA
ENSG00000175445,LPL,ENSMUSG00000015568,Lpl
ENSG00000167419,LPO,ENSMUSG00000009356,Lpo
ENSG00000204583,LRCOL1,ENSMUSG00000072754,Lrcol1
ENSG00000165379,LRFN5,ENSMUSG00000035653,Lrfn5
ENSG00000171236,LRG1,ENSMUSG00000037095,Lrg1
ENSG00000123384,LRP1,ENSMUSG00000040249,Lrp1
ENSG00000157193,LRP8,ENSMUSG00000028613,Lrp8
ENSG00000128606,LRRC17,ENSMUSG00000039883,Lrrc17
ENSG00000137507,LRRC32,ENSMUSG00000090958,Lrrc32
ENSG00000226979,LTA,ENSMUSG00000024402,Lta
ENSG00000049323,LTBP1,ENSMUSG00000001870,Ltbp1
ENSG00000119681,LTBP2,ENSMUSG00000002020,Ltbp2
ENSG00000168056,LTBP3,ENSMUSG00000024940,Ltbp3
ENSG00000090006,LTBP4,ENSMUSG00000040488,Ltbp4
ENSG00000012223,LTF,ENSMUSG00000032496,Ltf
ENSG00000139329,LUM,ENSMUSG00000036446,Lum
ENSG00000187398,LUZP2,ENSMUSG00000063297,Luzp2
ENSG00000160932,LY6E,ENSMUSG00000022587,Ly6e
ENSG00000240053,LY6G5B,ENSMUSG00000043807,Ly6g5b
ENSG00000204428,LY6G5C,ENSMUSG00000034482,Ly6g5c
ENSG00000244355,LY6G6D,ENSMUSG00000073413,Ly6g6d
ENSG00000176956,LY6H,ENSMUSG00000022577,Ly6h
ENSG00000160886,LY6K,ENSMUSG00000044678,Ly6k
ENSG00000112799,LY86,ENSMUSG00000021423,Ly86
ENSG00000122224,LY9,ENSMUSG00000004707,Ly9
ENSG00000154589,LY96,ENSMUSG00000025779,Ly96
ENSG00000144214,LYG1,ENSMUSG00000026085,Lyg1
ENSG00000185674,LYG2,ENSMUSG00000061584,Lyg2
ENSG00000284505,LYNX1-SLURP2,NA,NA
ENSG00000150551,LYPD1,ENSMUSG00000026344,Lypd1
ENSG00000197353,LYPD2,ENSMUSG00000022595,Lypd2
ENSG00000273111,LYPD4,ENSMUSG00000062732,Lypd4
ENSG00000187123,LYPD6,ENSMUSG00000050447,Lypd6
ENSG00000150556,LYPD6B,ENSMUSG00000026765,Lypd6b
ENSG00000259823,LYPD8,ENSMUSG00000013643,Lypd8
ENSG00000090382,LYZ,ENSMUSG00000069516,Lyz2
ENSG00000120563,LYZL1,ENSMUSG00000024233,Lyzl1
ENSG00000151033,LYZL2,ENSMUSG00000024233,Lyzl1
ENSG00000157093,LYZL4,ENSMUSG00000032530,Lyzl4
ENSG00000275722,LYZL6,ENSMUSG00000020945,Lyzl6
ENSG00000102158,MAGT1,ENSMUSG00000031232,Magt1
ENSG00000165072,MAMDC2,ENSMUSG00000033207,Mamdc2
ENSG00000104774,MAN2B1,ENSMUSG00000005142,Man2b1
ENSG00000013288,MAN2B2,ENSMUSG00000029119,Man2b2
ENSG00000185090,MANEAL,ENSMUSG00000042763,Maneal
ENSG00000145050,MANF,ENSMUSG00000032575,Manf
ENSG00000006432,MAP3K9,ENSMUSG00000042724,Map3k9
ENSG00000186868,MAPT,ENSMUSG00000018411,Mapt
ENSG00000127241,MASP1,ENSMUSG00000022887,Masp1
ENSG00000009724,MASP2,ENSMUSG00000028979,Masp2
ENSG00000162510,MATN1,ENSMUSG00000040533,Matn1
ENSG00000132561,MATN2,ENSMUSG00000022324,Matn2
ENSG00000132031,MATN3,ENSMUSG00000020583,Matn3
ENSG00000124159,MATN4,ENSMUSG00000016995,Matn4
ENSG00000165471,MBL2,ENSMUSG00000024863,Mbl2
ENSG00000180398,MCFD2,ENSMUSG00000024150,Mcfd2
ENSG00000135272,MDFIC,ENSMUSG00000041390,Mdfic
ENSG00000112139,MDGA1,ENSMUSG00000043557,Mdga1
ENSG00000110492,MDK,ENSMUSG00000027239,Mdk
ENSG00000145794,MEGF10,ENSMUSG00000024593,Megf10
ENSG00000162591,MEGF6,ENSMUSG00000057751,Megf6
ENSG00000163975,MELTF,ENSMUSG00000022780,Meltf
ENSG00000141434,MEP1B,ENSMUSG00000024313,Mep1b
ENSG00000152595,MEPE,ENSMUSG00000053863,Mepe
ENSG00000117899,MESD,ENSMUSG00000038503,Mesd
ENSG00000106484,MEST,ENSMUSG00000051855,Mest
ENSG00000105976,MET,ENSMUSG00000009376,Met
ENSG00000103260,METRN,ENSMUSG00000002274,Metrn
ENSG00000176845,METRNL,ENSMUSG00000039208,Metrnl
ENSG00000053328,METTL24,ENSMUSG00000045555,Mettl24
ENSG00000197006,METTL9,ENSMUSG00000030876,Mettl9
ENSG00000117122,MFAP2,ENSMUSG00000060572,Mfap2
ENSG00000198948,MFAP3L,ENSMUSG00000031647,Mfap3l
ENSG00000166482,MFAP4,ENSMUSG00000042436,Mfap4
ENSG00000197614,MFAP5,ENSMUSG00000030116,Mfap5
ENSG00000140545,MFGE8,ENSMUSG00000030605,Mfge8
ENSG00000100060,MFNG,ENSMUSG00000018169,Mfng
ENSG00000173214,MFSD4B,ENSMUSG00000038522,Mfsd4b1
ENSG00000071073,MGAT4A,ENSMUSG00000026110,Mgat4a
ENSG00000152127,MGAT5,ENSMUSG00000036155,Mgat5
ENSG00000111341,MGP,ENSMUSG00000030218,Mgp
ENSG00000261857,MIA,ENSMUSG00000089661,Mia
ENSG00000150527,MIA2,ENSMUSG00000021000,Mia2
ENSG00000198160,MIER1,ENSMUSG00000028522,Mier1
ENSG00000240972,MIF,ENSMUSG00000033307,Mif
ENSG00000107789,MINPP1,ENSMUSG00000024896,Minpp1
ENSG00000096395,MLN,NA,NA
ENSG00000142606,MMEL1,ENSMUSG00000058183,Mmel1
ENSG00000196611,MMP1,ENSMUSG00000043089,Mmp1a
ENSG00000166670,MMP10,NA,NA
ENSG00000099953,MMP11,ENSMUSG00000000901,Mmp11
ENSG00000262406,MMP12,ENSMUSG00000049723,Mmp12
ENSG00000137745,MMP13,ENSMUSG00000050578,Mmp13
ENSG00000156103,MMP16,ENSMUSG00000028226,Mmp16
ENSG00000198598,MMP17,ENSMUSG00000029436,Mmp17
ENSG00000123342,MMP19,ENSMUSG00000025355,Mmp19
ENSG00000087245,MMP2,ENSMUSG00000031740,Mmp2
ENSG00000137674,MMP20,ENSMUSG00000018620,Mmp20
ENSG00000154485,MMP21,ENSMUSG00000030981,Mmp21
ENSG00000125966,MMP24,ENSMUSG00000027612,Mmp24
ENSG00000008516,MMP25,ENSMUSG00000023903,Mmp25
ENSG00000167346,MMP26,NA,NA
ENSG00000137675,MMP27,ENSMUSG00000070323,Mmp27
ENSG00000271447,MMP28,ENSMUSG00000020682,Mmp28
ENSG00000149968,MMP3,ENSMUSG00000043613,Mmp3
ENSG00000137673,MMP7,ENSMUSG00000018623,Mmp7
ENSG00000118113,MMP8,ENSMUSG00000005800,Mmp8
ENSG00000100985,MMP9,ENSMUSG00000017737,Mmp9
ENSG00000138722,MMRN1,ENSMUSG00000054641,Mmrn1
ENSG00000173269,MMRN2,ENSMUSG00000041445,Mmrn2
ENSG00000197629,MPEG1,ENSMUSG00000046805,Mpeg1
ENSG00000204420,MPIG6B,ENSMUSG00000073414,Mpig6b
ENSG00000005381,MPO,ENSMUSG00000009350,Mpo
ENSG00000153029,MR1,ENSMUSG00000026471,Mr1
ENSG00000106591,MRPL32,ENSMUSG00000015672,Mrpl32
ENSG00000162910,MRPL55,ENSMUSG00000036860,Mrpl55
ENSG00000204979,MS4A13,ENSMUSG00000057240,Ms4a13
ENSG00000102854,MSLN,ENSMUSG00000063011,Msln
ENSG00000263639,MSMB,ENSMUSG00000021907,Msmb
ENSG00000215183,MSMP,ENSMUSG00000078719,Msmp
ENSG00000148450,MSRB2,ENSMUSG00000023094,Msrb2
ENSG00000174099,MSRB3,ENSMUSG00000051236,Msrb3
ENSG00000173531,MST1,ENSMUSG00000032591,Mst1
ENSG00000138379,MSTN,ENSMUSG00000026100,Mstn
ENSG00000138823,MTTP,ENSMUSG00000028158,Mttp
ENSG00000185499,MUC1,ENSMUSG00000042784,Muc1
ENSG00000173702,MUC13,ENSMUSG00000022824,Muc13
ENSG00000169550,MUC15,ENSMUSG00000050808,Muc15
ENSG00000181143,MUC16,ENSMUSG00000109564,Muc16
ENSG00000169876,MUC17,ENSMUSG00000037390,Muc17
ENSG00000205592,MUC19,ENSMUSG00000118670,Muc19
ENSG00000198788,MUC2,NA,NA
ENSG00000176945,MUC20,ENSMUSG00000035638,Muc20
ENSG00000169894,MUC3A,ENSMUSG00000094840,Muc3a
ENSG00000145113,MUC4,ENSMUSG00000118672,Muc4
ENSG00000215182,MUC5AC,ENSMUSG00000037974,Muc5ac
ENSG00000117983,MUC5B,ENSMUSG00000066108,Muc5b
ENSG00000184956,MUC6,ENSMUSG00000118661,Muc6
ENSG00000171195,MUC7,NA,NA
ENSG00000172551,MUCL1,NA,NA
ENSG00000101825,MXRA5,NA,NA
ENSG00000074842,MYDGF,ENSMUSG00000019579,Mydgf
ENSG00000034971,MYOC,ENSMUSG00000026697,Myoc
ENSG00000166268,MYRFL,ENSMUSG00000034057,Myrfl
ENSG00000170476,MZB1,ENSMUSG00000024353,Mzb1
ENSG00000138744,NAAA,ENSMUSG00000029413,Naaa
ENSG00000198951,NAGA,ENSMUSG00000022453,Naga
ENSG00000108784,NAGLU,ENSMUSG00000001751,Naglu
ENSG00000161653,NAGS,ENSMUSG00000048217,Nags
ENSG00000105835,NAMPT,ENSMUSG00000020572,Nampt
ENSG00000131400,NAPSA,ENSMUSG00000002204,Napsa
ENSG00000163382,NAXE,ENSMUSG00000028070,Naxe
ENSG00000158747,NBL1,ENSMUSG00000041120,Nbl1
ENSG00000149294,NCAM1,ENSMUSG00000039542,Ncam1
ENSG00000130287,NCAN,ENSMUSG00000002341,Ncan
ENSG00000131507,NDFIP1,ENSMUSG00000024425,Ndfip1
ENSG00000173376,NDNF,ENSMUSG00000049001,Ndnf
ENSG00000124479,NDP,ENSMUSG00000040138,Ndp
ENSG00000125967,NECAB3,ENSMUSG00000027489,Necab3
ENSG00000110400,NECTIN1,ENSMUSG00000032012,Nectin1
ENSG00000143217,NECTIN4,ENSMUSG00000006411,Nectin4
ENSG00000165973,NELL1,ENSMUSG00000055409,Nell1
ENSG00000184613,NELL2,ENSMUSG00000022454,Nell2
ENSG00000117691,NENF,ENSMUSG00000037499,Nenf
ENSG00000166342,NETO1,ENSMUSG00000050321,Neto1
ENSG00000082641,NFE2L1,ENSMUSG00000038615,Nfe2l1
ENSG00000050344,NFE2L3,ENSMUSG00000029832,Nfe2l3
ENSG00000134259,NGF,ENSMUSG00000027859,Ngf
ENSG00000182768,NGRN,ENSMUSG00000047084,Ngrn
ENSG00000188811,NHLRC3,ENSMUSG00000042997,Nhlrc3
ENSG00000116962,NID1,ENSMUSG00000005397,Nid1
ENSG00000087303,NID2,ENSMUSG00000021806,Nid2
ENSG00000131669,NINJ1,ENSMUSG00000037966,Ninj1
ENSG00000169760,NLGN1,ENSMUSG00000063887,Nlgn1
ENSG00000196338,NLGN3,ENSMUSG00000031302,Nlgn3
ENSG00000165246,NLGN4Y,NA,NA
ENSG00000197696,NMB,ENSMUSG00000025723,Nmb
ENSG00000103024,NME3,ENSMUSG00000073435,Nme3
ENSG00000123609,NMI,ENSMUSG00000026946,Nmi
ENSG00000204640,NMS,ENSMUSG00000067604,Nms
ENSG00000109255,NMU,ENSMUSG00000029236,Nmu
ENSG00000156574,NODAL,ENSMUSG00000037171,Nodal
ENSG00000183691,NOG,ENSMUSG00000048616,Nog
ENSG00000264343,NOTCH2NLA,NA,NA
ENSG00000286019,NOTCH2NLB,NA,NA
ENSG00000286219,NOTCH2NLC,NA,NA
ENSG00000185269,NOTUM,ENSMUSG00000042988,Notum
ENSG00000183979,NPB,ENSMUSG00000044034,Npb
ENSG00000119655,NPC2,ENSMUSG00000021242,Npc2
ENSG00000139574,NPFF,ENSMUSG00000023052,Npff
ENSG00000196436,NPIPB15,NA,NA
ENSG00000233232,NPIPB7,NA,NA
ENSG00000168743,NPNT,ENSMUSG00000040998,Npnt
ENSG00000175206,NPPA,ENSMUSG00000041616,Nppa
ENSG00000120937,NPPB,ENSMUSG00000029019,Nppb
ENSG00000163273,NPPC,ENSMUSG00000026241,Nppc
ENSG00000214285,NPS,ENSMUSG00000073804,Nps
ENSG00000171246,NPTX1,ENSMUSG00000025582,Nptx1
ENSG00000106236,NPTX2,ENSMUSG00000059991,Nptx2
ENSG00000221890,NPTXR,ENSMUSG00000022421,Nptxr
ENSG00000105954,NPVF,ENSMUSG00000029831,Npvf
ENSG00000183971,NPW,ENSMUSG00000071230,Npw
ENSG00000122585,NPY,ENSMUSG00000029819,Npy
ENSG00000091129,NRCAM,ENSMUSG00000020598,Nrcam
ENSG00000157168,NRG1,ENSMUSG00000062991,Nrg1
ENSG00000158458,NRG2,ENSMUSG00000060275,Nrg2
ENSG00000185737,NRG3,ENSMUSG00000041014,Nrg3
ENSG00000169752,NRG4,ENSMUSG00000032311,Nrg4
ENSG00000188038,NRN1L,ENSMUSG00000044287,Nrn1l
ENSG00000099250,NRP1,ENSMUSG00000025810,Nrp1
ENSG00000118257,NRP2,ENSMUSG00000025969,Nrp2
ENSG00000171119,NRTN,ENSMUSG00000039481,Nrtn
ENSG00000179915,NRXN1,ENSMUSG00000024109,Nrxn1
ENSG00000037474,NSUN2,ENSMUSG00000021595,Nsun2
ENSG00000135318,NT5E,ENSMUSG00000032420,Nt5e
ENSG00000185652,NTF3,ENSMUSG00000049107,Ntf3
ENSG00000225950,NTF4,ENSMUSG00000074121,Ntf5
ENSG00000182667,NTM,ENSMUSG00000059974,Ntm
ENSG00000065320,NTN1,ENSMUSG00000020902,Ntn1
ENSG00000162068,NTN3,ENSMUSG00000117406,Ntn3
ENSG00000074527,NTN4,ENSMUSG00000020019,Ntn4
ENSG00000142233,NTN5,ENSMUSG00000070564,Ntn5
ENSG00000162631,NTNG1,ENSMUSG00000059857,Ntng1
ENSG00000196358,NTNG2,ENSMUSG00000035513,Ntng2
ENSG00000133636,NTS,ENSMUSG00000019890,Nts
ENSG00000104805,NUCB1,ENSMUSG00000030824,Nucb1
ENSG00000070081,NUCB2,ENSMUSG00000030659,Nucb2
ENSG00000170502,NUDT9,ENSMUSG00000029310,Nudt9
ENSG00000095110,NXPE1,NA,NA
ENSG00000144815,NXPE3,ENSMUSG00000075033,Nxpe3
ENSG00000137634,NXPE4,ENSMUSG00000044229,Nxpe4
ENSG00000122584,NXPH1,ENSMUSG00000046178,Nxph1
ENSG00000144227,NXPH2,ENSMUSG00000069132,Nxph2
ENSG00000182575,NXPH3,ENSMUSG00000046719,Nxph3
ENSG00000182379,NXPH4,ENSMUSG00000040258,Nxph4
ENSG00000188937,NYX,ENSMUSG00000051228,Nyx
ENSG00000184232,OAF,ENSMUSG00000032014,Oaf
ENSG00000089127,OAS1,ENSMUSG00000066867,Oas1e
ENSG00000122136,OBP2A,ENSMUSG00000026919,Lcn4
ENSG00000171102,OBP2B,ENSMUSG00000026919,Lcn4
ENSG00000253117,OC90,ENSMUSG00000015001,Oc90
ENSG00000109205,ODAM,ENSMUSG00000009580,Odam
ENSG00000174792,ODAPH,ENSMUSG00000096035,Odaph
ENSG00000106809,OGN,ENSMUSG00000021390,Ogn
ENSG00000138315,OIT3,ENSMUSG00000009654,Oit3
ENSG00000130558,OLFM1,ENSMUSG00000026833,Olfm1
ENSG00000105088,OLFM2,ENSMUSG00000032172,Olfm2
ENSG00000118733,OLFM3,ENSMUSG00000027965,Olfm3
ENSG00000102837,OLFM4,ENSMUSG00000022026,Olfm4
ENSG00000183801,OLFML1,ENSMUSG00000051041,Olfml1
ENSG00000185585,OLFML2A,ENSMUSG00000046618,Olfml2a
ENSG00000162745,OLFML2B,ENSMUSG00000038463,Olfml2b
ENSG00000116774,OLFML3,ENSMUSG00000027848,Olfml3
ENSG00000173391,OLR1,ENSMUSG00000030162,Olr1
ENSG00000127083,OMD,ENSMUSG00000048368,Omd
ENSG00000126861,OMG,ENSMUSG00000049612,Omg
ENSG00000149507,OOSP2,ENSMUSG00000055895,Oosp2
ENSG00000285231,OOSP3,NA,NA
ENSG00000285010,OOSP4A,NA,NA
ENSG00000255393,OOSP4B,NA,NA
ENSG00000183715,OPCML,ENSMUSG00000062257,Opcml
ENSG00000171199,OPRPN,NA,NA
ENSG00000188770,OPTC,ENSMUSG00000010311,Optc
ENSG00000229314,ORM1,ENSMUSG00000061540,Orm2
ENSG00000228278,ORM2,ENSMUSG00000061540,Orm2
ENSG00000135506,OS9,ENSMUSG00000040462,Os9
ENSG00000170909,OSCAR,ENSMUSG00000054594,Oscar
ENSG00000099985,OSM,ENSMUSG00000058755,Osm
ENSG00000145623,OSMR,ENSMUSG00000022146,Osmr
ENSG00000188729,OSTN,ENSMUSG00000052276,Ostn
ENSG00000155719,OTOA,ENSMUSG00000034990,Otoa
ENSG00000188162,OTOG,ENSMUSG00000009487,Otog
ENSG00000165899,OTOGL,ENSMUSG00000091455,Otogl
ENSG00000182447,OTOL1,ENSMUSG00000027788,Otol1
ENSG00000125879,OTOR,ENSMUSG00000027416,Otor
ENSG00000178602,OTOS,ENSMUSG00000044055,Otos
ENSG00000187950,OVCH1,NA,NA
ENSG00000183378,OVCH2,ENSMUSG00000048236,Ovch2
ENSG00000085465,OVGP1,ENSMUSG00000074340,Ovgp1
ENSG00000101405,OXT,ENSMUSG00000027301,Oxt
ENSG00000117385,P3H1,ENSMUSG00000028641,P3h1
ENSG00000090530,P3H2,ENSMUSG00000038168,P3h2
ENSG00000110811,P3H3,ENSMUSG00000023191,P3h3
ENSG00000141696,P3H4,ENSMUSG00000006931,P3h4
ENSG00000122884,P4HA1,ENSMUSG00000019916,P4ha1
ENSG00000072682,P4HA2,ENSMUSG00000018906,P4ha2
ENSG00000149380,P4HA3,ENSMUSG00000051048,P4ha3
ENSG00000185624,P4HB,ENSMUSG00000025130,P4hb
ENSG00000122133,PAEP,ENSMUSG00000069080,Lcn11
ENSG00000145730,PAM,ENSMUSG00000026335,Pam
ENSG00000149090,PAMR1,ENSMUSG00000027188,Pamr1
